term,tf,idf,tf_idf
batu,1,5.777385393183434,5.777385393183434
layan,1,2.838405936221893,2.838405936221893
sehat,1,3.597552558559084,3.597552558559084
ribet,1,3.183675883546635,3.183675883546635
antri,1,3.258577191719753,3.258577191719753
tinggal,1,5.533763310525684,5.533763310525684
mantap,1,2.6426410835511454,2.6426410835511454
oke,1,3.9572954173291532,3.9572954173291532
mantap,1,2.6426410835511454,2.6426410835511454
cepat,1,3.292478743395434,3.292478743395434
proses,1,4.2138108975425155,4.2138108975425155
sampah,1,4.840616129965738,4.840616129965738
mudah,1,1.9811216106340133,1.9811216106340133
cepat,1,3.292478743395434,3.292478743395434
ribet,1,3.183675883546635,3.183675883546635
mudah,1,1.9811216106340133,1.9811216106340133
cepat,1,3.292478743395434,3.292478743395434
antri,1,3.258577191719753,3.258577191719753
senang,1,6.200242244003468,6.200242244003468
bagus,1,2.038895093688637,2.038895093688637
daan,1,9.837828403729853,9.837828403729853
manfaat,1,3.9913896286721293,3.9913896286721293
bantu,1,1.8754127236087899,1.8754127236087899
oke,1,3.9572954173291532,3.9572954173291532
alhamdulillah,1,4.340660178436652,4.340660178436652
bagus,1,2.038895093688637,2.038895093688637
bagus,1,2.038895093688637,2.038895093688637
simpan,1,5.925805398301708,5.925805398301708
server,1,5.119329532434759,5.119329532434759
lupa,1,3.864018791860593,3.864018791860593
susah,1,2.5326401883368166,2.5326401883368166
usaha,1,6.579731865708371,6.579731865708371
rubah,1,5.174389309617787,5.174389309617787
terimakasih,1,3.5370426090666096,3.5370426090666096
simple,1,5.812476712994704,5.812476712994704
puas,1,4.633821716653058,4.633821716653058
mudah,1,1.9811216106340133,1.9811216106340133
informatif,1,8.046068934501799,8.046068934501799
ok,1,3.1457446612232256,3.1457446612232256
sekuriti,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
mantap,1,2.6426410835511454,2.6426410835511454
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
eror,1,3.273972877197726,3.273972877197726
yajam,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
muda,1,6.746785950371538,6.746785950371538
bagus,1,2.038895093688637,2.038895093688637
mudah,1,1.9811216106340133,1.9811216106340133
rakyat,1,4.985798139810236,4.985798139810236
susah,3,2.5326401883368166,7.597920565010449
bilang,2,4.8271931096335985,9.654386219267197
sedia,1,6.031165913959534,6.031165913959534
lupa,1,3.864018791860593,3.864018791860593
mati,2,5.794777135895304,11.589554271790607
tengah,1,5.886584685148426,5.886584685148426
sumpah,1,6.341320842263373,6.341320842263373
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
manfaat,1,3.9913896286721293,3.9913896286721293
atrian,1,9.837828403729853,9.837828403729853
gagal,1,3.8119624299045394,3.8119624299045394
layak,1,7.891918254674541,7.891918254674541
susah,1,2.5326401883368166,2.5326401883368166
dosa,1,7.535243310735808,7.535243310735808
mantap,1,2.6426410835511454,2.6426410835511454
mudah,1,1.9811216106340133,1.9811216106340133
via,1,5.4683805512628325,5.4683805512628325
bagus,1,2.038895093688637,2.038895093688637
kalah,1,6.50562389355465,6.50562389355465
swasta,1,6.9474566458336895,6.9474566458336895
bantu,1,1.8754127236087899,1.8754127236087899
kocak,1,5.603721899132594,5.603721899132594
taiy,1,9.837828403729853,9.837828403729853
sebentar,1,8.046068934501799,8.046068934501799
bisah,1,9.837828403729853,9.837828403729853
mudah,1,1.9811216106340133,1.9811216106340133
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
cepat,1,3.292478743395434,3.292478743395434
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
cepat,1,3.292478743395434,3.292478743395434
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
cepat,1,3.292478743395434,3.292478743395434
layan,1,2.838405936221893,2.838405936221893
bilang,1,4.8271931096335985,4.8271931096335985
paket,1,6.3114678791136924,6.3114678791136924
wifi,1,5.174389309617787,5.174389309617787
tau,1,5.0095146664275525,5.0095146664275525
salahnyapadahal,1,9.837828403729853,9.837828403729853
butuh,1,4.639331372464028,4.639331372464028
mudah,1,1.9811216106340133,1.9811216106340133
paham,1,5.174389309617787,5.174389309617787
keren,1,4.5803330317020725,4.5803330317020725
mudah,1,1.9811216106340133,1.9811216106340133
jangkau,1,7.758386862050018,7.758386862050018
gilir,1,4.509952234940273,4.509952234940273
kosong,1,6.618952578861653,6.618952578861653
masukin,1,8.739216115061744,8.739216115061744
susah,1,2.5326401883368166,2.5326401883368166
bagus,1,2.038895093688637,2.038895093688637
job,1,5.694693677338321,5.694693677338321
nice,1,5.8488443571655795,5.8488443571655795
oke,1,3.9572954173291532,3.9572954173291532
keren,1,4.5803330317020725,4.5803330317020725
mantap,1,2.6426410835511454,2.6426410835511454
buruk,1,4.430656632269735,4.430656632269735
kadangkadang,1,9.144681223169908,9.144681223169908
antri,1,3.258577191719753,3.258577191719753
suka,1,4.5803330317020725,4.5803330317020725
lupa,1,3.864018791860593,3.864018791860593
reset,1,6.341320842263373,6.341320842263373
susah,3,2.5326401883368166,7.597920565010449
sengaja,1,6.50562389355465,6.50562389355465
biar,1,4.82054856691493,4.82054856691493
hidup,1,6.372092500930127,6.372092500930127
rakyat,1,4.985798139810236,4.985798139810236
ditambahin,1,9.837828403729853,9.837828403729853
kesusahanya,1,9.837828403729853,9.837828403729853
efisien,1,5.618320698553747,5.618320698553747
batu,1,5.777385393183434,5.777385393183434
manfaat,1,3.9913896286721293,3.9913896286721293
bantu,1,1.8754127236087899,1.8754127236087899
terima,1,4.101256106250662,4.101256106250662
kasih,1,3.776371484801837,3.776371484801837
cepat,1,3.292478743395434,3.292478743395434
bantu,1,1.8754127236087899,1.8754127236087899
okmembantu,1,9.837828403729853,9.837828403729853
manfaat,1,3.9913896286721293,3.9913896286721293
layan,1,2.838405936221893,2.838405936221893
bantu,1,1.8754127236087899,1.8754127236087899
mantap,1,2.6426410835511454,2.6426410835511454
praktis,1,5.050336660947807,5.050336660947807
ribet,1,3.183675883546635,3.183675883546635
ampun,1,4.932553625291424,4.932553625291424
pin,1,5.886584685148426,5.886584685148426
wa,2,5.407011604886541,10.814023209773081
alih,1,7.439933130931483,7.439933130931483
link,1,7.758386862050018,7.758386862050018
ngisi,1,6.124256337025546,6.124256337025546
formulir,1,7.891918254674541,7.891918254674541
isi,1,4.731882929829273,4.731882929829273
bantu,1,1.8754127236087899,1.8754127236087899
alhamdulillah,1,4.340660178436652,4.340660178436652
mudah,1,1.9811216106340133,1.9811216106340133
ok,1,3.1457446612232256,3.1457446612232256
verif,1,6.341320842263373,6.341320842263373
lupa,1,3.864018791860593,3.864018791860593
cantum,1,7.004615059673638,7.004615059673638
eror,1,3.273972877197726,3.273972877197726
tulis,1,4.939988603778943,4.939988603778943
proses,1,4.2138108975425155,4.2138108975425155
bug,1,5.18386805357233,5.18386805357233
nyahari,1,9.837828403729853,9.837828403729853
ngambil,1,6.009187007240759,6.009187007240759
antri,1,3.258577191719753,3.258577191719753
hambat,1,6.579731865708371,6.579731865708371
gara,2,6.226910491085629,12.453820982171258
astaga,1,8.046068934501799,8.046068934501799
batal,1,6.436631022067698,6.436631022067698
antri,1,3.258577191719753,3.258577191719753
manfaat,1,3.9913896286721293,3.9913896286721293
pratama,1,9.144681223169908,9.144681223169908
mantap,1,2.6426410835511454,2.6426410835511454
muas,1,4.539511037181817,4.539511037181817
best,1,6.009187007240759,6.009187007240759
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
mudah,1,1.9811216106340133,1.9811216106340133
kendala,1,5.174389309617787,5.174389309617787
alami,1,6.470532573743379,6.470532573743379
iur,1,5.966627392821963,5.966627392821963
tanggal,1,5.407011604886541,5.407011604886541
rawat,1,6.746785950371538,6.746785950371538
denda,2,6.9474566458336895,13.894913291667379
ribu,1,6.618952578861653,6.618952578861653
eror,1,3.273972877197726,3.273972877197726
ringan,1,7.272879046268317,7.272879046268317
hilang,1,5.283951512129313,5.283951512129313
terimakasih,1,3.5370426090666096,3.5370426090666096
benerin,1,5.561162284713799,5.561162284713799
bug,1,5.18386805357233,5.18386805357233
eror,1,3.273972877197726,3.273972877197726
kayal,1,9.837828403729853,9.837828403729853
mudah,1,1.9811216106340133,1.9811216106340133
bantu,1,1.8754127236087899,1.8754127236087899
emosi,1,5.777385393183434,5.777385393183434
payah,2,5.326968897213003,10.653937794426007
sekla,1,9.837828403729853,9.837828403729853
salah,1,3.5897855292214245,3.5897855292214245
bis,1,8.739216115061744,8.739216115061744
alogin,1,9.837828403729853,9.837828403729853
atur,1,5.812476712994704,5.812476712994704
sulit,1,3.1746957077390507,3.1746957077390507
ajar,1,7.198771074114595,7.198771074114595
mutar,1,7.004615059673638,7.004615059673638
stabilterus,1,9.837828403729853,9.837828403729853
notifikasi,1,6.579731865708371,6.579731865708371
antre,1,4.644871552839644,4.644871552839644
ecek,1,6.842096130175863,6.842096130175863
eh,1,5.305228910576598,5.305228910576598
terlogout,1,7.535243310735808,7.535243310735808
asik,1,7.891918254674541,7.891918254674541
maaf,1,5.155697176605634,5.155697176605634
kolom,2,7.535243310735808,15.070486621471616
bentar,1,7.439933130931483,7.439933130931483
kemarin,1,5.481119577040262,5.481119577040262
hapus,1,5.203099415500218,5.203099415500218
pasang,1,7.535243310735808,7.535243310735808
lho,1,7.004615059673638,7.004615059673638
ganggu,1,4.696164847227194,4.696164847227194
stabil,1,6.541991537725525,6.541991537725525
alhamdulillah,1,4.340660178436652,4.340660178436652
bug,1,5.18386805357233,5.18386805357233
kadang,1,5.092896275366604,5.092896275366604
eror,1,3.273972877197726,3.273972877197726
tanggal,1,5.407011604886541,5.407011604886541
september,1,8.228390491295754,8.228390491295754
malam,1,6.174266757600208,6.174266757600208
eror,1,3.273972877197726,3.273972877197726
fungsi,1,5.678945320370182,5.678945320370182
butuh,1,4.639331372464028,4.639331372464028
jaringanbila,1,9.837828403729853,9.837828403729853
cek,1,4.9474792755081,4.9474792755081
sehat,1,3.597552558559084,3.597552558559084
timbul,1,8.451534042609962,8.451534042609962
muter,1,4.847395816951118,4.847395816951118
sinyal,1,5.050336660947807,5.050336660947807
aman,3,5.12829820241752,15.38489460725256
wifi,1,5.174389309617787,5.174389309617787
iya,1,6.254309465273744,6.254309465273744
bagus,1,2.038895093688637,2.038895093688637
pelana,1,9.837828403729853,9.837828403729853
gilir,1,4.509952234940273,4.509952234940273
mutermuter,1,8.451534042609962,8.451534042609962
parah,1,4.7502320684974695,4.7502320684974695
susah,1,2.5326401883368166,2.5326401883368166
nyaudah,1,9.144681223169908,9.144681223169908
tau,1,5.0095146664275525,5.0095146664275525
daftarin,1,6.470532573743379,6.470532573743379
orangtua,1,7.352921753941853,7.352921753941853
kontrol,1,4.737961975905655,4.737961975905655
munculmunculgimana,1,9.837828403729853,9.837828403729853
suka,1,4.5803330317020725,4.5803330317020725
gilir,1,4.509952234940273,4.509952234940273
caftha,1,9.837828403729853,9.837828403729853
tampi,1,9.837828403729853,9.837828403729853
bagus,1,2.038895093688637,2.038895093688637
lagh,1,9.837828403729853,9.837828403729853
parah,1,4.7502320684974695,4.7502320684974695
bagus,1,2.038895093688637,2.038895093688637
ngambil,1,6.009187007240759,6.009187007240759
antri,1,3.258577191719753,3.258577191719753
mulu,1,4.0916252131897,4.0916252131897
nihudah,1,9.837828403729853,9.837828403729853
sendrieh,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
antre,1,4.644871552839644,4.644871552839644
gilir,1,4.509952234940273,4.509952234940273
tanggal,1,5.407011604886541,5.407011604886541
kontrol,1,4.737961975905655,4.737961975905655
ribet,1,3.183675883546635,3.183675883546635
cepat,1,3.292478743395434,3.292478743395434
kendala,1,5.174389309617787,5.174389309617787
benerin,1,5.561162284713799,5.561162284713799
trouble,1,7.198771074114595,7.198771074114595
eror,1,3.273972877197726,3.273972877197726
burik,1,6.893389424563414,6.893389424563414
uptudate,1,9.837828403729853,9.837828403729853
bisakeluar,1,9.144681223169908,9.144681223169908
ampun,1,4.932553625291424,4.932553625291424
bug,1,5.18386805357233,5.18386805357233
wooooyyy,1,9.837828403729853,9.837828403729853
benerin,1,5.561162284713799,5.561162284713799
palikasi,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
eror,1,3.273972877197726,3.273972877197726
suka,1,4.5803330317020725,4.5803330317020725
habis,1,4.696164847227194,4.696164847227194
susah,1,2.5326401883368166,2.5326401883368166
sulit,1,3.1746957077390507,3.1746957077390507
pasienperaturan,1,9.837828403729853,9.837828403729853
kontrol,1,4.737961975905655,4.737961975905655
offlinelah,1,9.837828403729853,9.837828403729853
tutup,1,6.470532573743379,6.470532573743379
antre,3,4.644871552839644,13.934614658518932
eror,2,3.273972877197726,6.547945754395452
muluuuuuu,1,9.837828403729853,9.837828403729853
alesan,1,7.891918254674541,7.891918254674541
notifnya,1,7.891918254674541,7.891918254674541
internet,1,5.242708553595264,5.242708553595264
stabil,1,6.541991537725525,6.541991537725525
wifi,1,5.174389309617787,5.174389309617787
nyoha,1,9.837828403729853,9.837828403729853
hotspot,1,8.739216115061744,8.739216115061744
gabisaa,1,8.451534042609962,8.451534042609962
min,2,5.3160398266808135,10.632079653361627
susah,1,2.5326401883368166,2.5326401883368166
rujuk,1,4.633821716653058,4.633821716653058
minn,1,9.144681223169908,9.144681223169908
capek,1,5.794777135895304,5.794777135895304
begadang,1,8.046068934501799,8.046068934501799
ngambil,1,6.009187007240759,6.009187007240759
mulu,1,4.0916252131897,4.0916252131897
terimakasih,1,3.5370426090666096,3.5370426090666096
moga,1,4.101256106250662,4.101256106250662
lekas,1,9.144681223169908,9.144681223169908
jelek,1,4.453333340940765,4.453333340940765
mulu,1,4.0916252131897,4.0916252131897
mulu,1,4.0916252131897,4.0916252131897
bug,1,5.18386805357233,5.18386805357233
susah,2,2.5326401883368166,5.065280376673633
kagak,1,5.455801769055972,5.455801769055972
mulu,2,4.0916252131897,8.1832504263794
eror,1,3.273972877197726,3.273972877197726
asu,1,7.758386862050018,7.758386862050018
malam,1,6.174266757600208,6.174266757600208
eror,1,3.273972877197726,3.273972877197726
gagal,1,3.8119624299045394,3.8119624299045394
tulis,1,4.939988603778943,4.939988603778943
salah,1,3.5897855292214245,3.5897855292214245
suka,1,4.5803330317020725,4.5803330317020725
gilir,1,4.509952234940273,4.509952234940273
tunggu,1,4.399749094806658,4.399749094806658
antre,1,4.644871552839644,4.644871552839644
tiba,1,9.837828403729853,9.837828403729853
kayak,1,9.837828403729853,9.837828403729853
eror,1,3.273972877197726,3.273972877197726
kadang,1,5.092896275366604,5.092896275366604
ngeblang,1,9.144681223169908,9.144681223169908
susah,1,2.5326401883368166,2.5326401883368166
sinyal,1,5.050336660947807,5.050336660947807
bagus,1,2.038895093688637,2.038895093688637
eror,1,3.273972877197726,3.273972877197726
mudah,1,1.9811216106340133,1.9811216106340133
susah,1,2.5326401883368166,2.5326401883368166
tengah,1,5.886584685148426,5.886584685148426
mati,1,5.794777135895304,5.794777135895304
developer,1,6.200242244003468,6.200242244003468
sampah,1,4.840616129965738,4.840616129965738
masak,1,5.906002771005528,5.906002771005528
fix,1,7.640603826393634,7.640603826393634
issue,1,9.144681223169908,9.144681223169908
butuh,1,4.639331372464028,4.639331372464028
indak,1,6.436631022067698,6.436631022067698
kadang,1,5.092896275366604,5.092896275366604
suka,1,4.5803330317020725,4.5803330317020725
jelek,1,4.453333340940765,4.453333340940765
eror,1,3.273972877197726,3.273972877197726
bintang,2,4.8271931096335985,9.654386219267197
gua,1,6.254309465273744,6.254309465273744
kasih,1,3.776371484801837,3.776371484801837
buruk,1,4.430656632269735,4.430656632269735
hidup,1,6.372092500930127,6.372092500930127
gue,1,5.886584685148426,5.886584685148426
kesal,1,7.065239681490072,7.065239681490072
asih,1,6.50562389355465,6.50562389355465
positif,1,8.739216115061744,8.739216115061744
review,1,7.439933130931483,7.439933130931483
buzzer,1,9.144681223169908,9.144681223169908
buruk,1,4.430656632269735,4.430656632269735
iuransatsetgampanglog,1,9.837828403729853,9.837828403729853
otomatispas,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
ampunaku,1,9.837828403729853,9.837828403729853
heran,1,5.987680802019796,5.987680802019796
program,1,6.076628288036291,6.076628288036291
nasionalkok,1,9.837828403729853,9.837828403729853
baikbanyak,1,9.837828403729853,9.837828403729853
komplain,1,6.7933059660064306,6.7933059660064306
inicuma,1,9.837828403729853,9.837828403729853
maaf,1,5.155697176605634,5.155697176605634
susah,1,2.5326401883368166,2.5326401883368166
proses,1,4.2138108975425155,4.2138108975425155
wifi,1,5.174389309617787,5.174389309617787
kuota,1,5.533763310525684,5.533763310525684
kartu,2,4.978015999368181,9.956031998736362
pegang,1,7.198771074114595,7.198771074114595
fisik,1,7.535243310735808,7.535243310735808
eror,1,3.273972877197726,3.273972877197726
mulu,1,4.0916252131897,4.0916252131897
kemarin,1,5.481119577040262,5.481119577040262
salah,1,3.5897855292214245,3.5897855292214245
sinyal,2,5.050336660947807,10.100673321895615
mulu,1,4.0916252131897,4.0916252131897
bagus,1,2.038895093688637,2.038895093688637
lupa,1,3.864018791860593,3.864018791860593
burik,1,6.893389424563414,6.893389424563414
korupsi,1,6.148948949615917,6.148948949615917
kembang,1,6.174266757600208,6.174266757600208
pelihara,1,7.891918254674541,7.891918254674541
zalim,1,7.640603826393634,7.640603826393634
muter,2,4.847395816951118,9.694791633902236
mulu,1,4.0916252131897,4.0916252131897
sinyal,1,5.050336660947807,5.050336660947807
lancar,1,4.564828845166107,4.564828845166107
sulit,1,3.1746957077390507,3.1746957077390507
digital,1,6.372092500930127,6.372092500930127
maksimal,1,6.659774573381908,6.659774573381908
biar,1,4.82054856691493,4.82054856691493
susah,1,2.5326401883368166,2.5326401883368166
butuh,1,4.639331372464028,4.639331372464028
peningkatankrn,1,9.837828403729853,9.837828403729853
msg,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
manfaat,1,3.9913896286721293,3.9913896286721293
suka,2,4.5803330317020725,9.160666063404145
sinyal,1,5.050336660947807,5.050336660947807
oke,1,3.9572954173291532,3.9572954173291532
tulis,1,4.939988603778943,4.939988603778943
gagal,1,3.8119624299045394,3.8119624299045394
sulit,1,3.1746957077390507,3.1746957077390507
busuk,1,5.263117425226471,5.263117425226471
susah,1,2.5326401883368166,2.5326401883368166
mesti,1,6.124256337025546,6.124256337025546
susah,2,2.5326401883368166,5.065280376673633
tengah,1,5.886584685148426,5.886584685148426
hidup,1,6.372092500930127,6.372092500930127
nebak,1,9.837828403729853,9.837828403729853
pintu,1,9.144681223169908,9.144681223169908
surga,1,9.144681223169908,9.144681223169908
ampun,1,4.932553625291424,4.932553625291424
deh,1,5.726954539556543,5.726954539556543
niat,1,5.203099415500218,5.203099415500218
mudah,2,1.9811216106340133,3.9622432212680265
jujur,1,7.004615059673638,7.004615059673638
rumit,1,6.372092500930127,6.372092500930127
dar,1,8.228390491295754,8.228390491295754
troble,1,9.144681223169908,9.144681223169908
woi,1,6.9474566458336895,6.9474566458336895
sinyal,1,5.050336660947807,5.050336660947807
bagus,1,2.038895093688637,2.038895093688637
stuck,1,8.228390491295754,8.228390491295754
alas,1,5.443379249057415,5.443379249057415
ganggu,1,4.696164847227194,4.696164847227194
butuh,1,4.639331372464028,4.639331372464028
mikir,1,7.198771074114595,7.198771074114595
susah,1,2.5326401883368166,2.5326401883368166
proses,1,4.2138108975425155,4.2138108975425155
gila,1,6.9474566458336895,6.9474566458336895
pusing,1,5.812476712994704,5.812476712994704
parah,1,4.7502320684974695,4.7502320684974695
eror,1,3.273972877197726,3.273972877197726
notif,1,6.031165913959534,6.031165913959534
proses,1,4.2138108975425155,4.2138108975425155
chat,1,7.004615059673638,7.004615059673638
tugas,1,6.148948949615917,6.148948949615917
puskesmas,1,5.694693677338321,5.694693677338321
kendala,1,5.174389309617787,5.174389309617787
eh,1,5.305228910576598,5.305228910576598
susah,1,2.5326401883368166,2.5326401883368166
plis,2,7.004615059673638,14.009230119347276
goverment,1,9.837828403729853,9.837828403729853
model,1,8.046068934501799,8.046068934501799
efisien,1,5.618320698553747,5.618320698553747
mah,1,5.867536490177732,5.867536490177732
pusing,1,5.812476712994704,5.812476712994704
kemenkes,1,8.739216115061744,8.739216115061744
perhati,1,6.341320842263373,6.341320842263373
jelek,1,4.453333340940765,4.453333340940765
muter,1,4.847395816951118,4.847395816951118
improve,1,9.144681223169908,9.144681223169908
pegawai,1,7.065239681490072,7.065239681490072
mandiri,1,6.341320842263373,6.341320842263373
inhealth,1,9.837828403729853,9.837828403729853
eror,1,3.273972877197726,3.273972877197726
alhamdulillah,1,4.340660178436652,4.340660178436652
hasil,1,5.263117425226471,5.263117425226471
terima,1,4.101256106250662,4.101256106250662
kasih,1,3.776371484801837,3.776371484801837
bobrok,1,6.28248034224044,6.28248034224044
susah,1,2.5326401883368166,2.5326401883368166
akses,1,4.161074601461572,4.161074601461572
suka,1,4.5803330317020725,4.5803330317020725
mudah,1,1.9811216106340133,1.9811216106340133
kartu,1,4.978015999368181,4.978015999368181
antriii,1,9.837828403729853,9.837828403729853
susah,2,2.5326401883368166,5.065280376673633
muter,1,4.847395816951118,4.847395816951118
doang,1,5.222707886888594,5.222707886888594
niat,1,5.203099415500218,5.203099415500218
eror,1,3.273972877197726,3.273972877197726
susah,1,2.5326401883368166,2.5326401883368166
check,1,6.702334187800704,6.702334187800704
keburu,1,6.579731865708371,6.579731865708371
pasienya,1,8.739216115061744,8.739216115061744
mati,1,5.794777135895304,5.794777135895304
bentar,2,7.439933130931483,14.879866261862967
eror,1,3.273972877197726,3.273972877197726
ganggu,1,4.696164847227194,4.696164847227194
payah,1,5.326968897213003,5.326968897213003
melogout,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
susah,1,2.5326401883368166,2.5326401883368166
duludengan,1,9.837828403729853,9.837828403729853
nikpadahal,1,9.837828403729853,9.837828403729853
hafal,1,8.228390491295754,8.228390491295754
masingharus,1,9.837828403729853,9.837828403729853
ribet,1,3.183675883546635,3.183675883546635
kondisi,1,6.579731865708371,6.579731865708371
urgent,1,5.760290959824134,5.760290959824134
proses,1,4.2138108975425155,4.2138108975425155
nama,1,5.3160398266808135,5.3160398266808135
antri,1,3.258577191719753,3.258577191719753
eror,1,3.273972877197726,3.273972877197726
ganggu,1,4.696164847227194,4.696164847227194
urgent,1,5.760290959824134,5.760290959824134
tunggu,1,4.399749094806658,4.399749094806658
nunggunya,1,8.228390491295754,8.228390491295754
eror,1,3.273972877197726,3.273972877197726
program,1,6.076628288036291,6.076628288036291
antri,1,3.258577191719753,3.258577191719753
trobel,1,7.352921753941853,7.352921753941853
muli,1,8.739216115061744,8.739216115061744
sampah,1,4.840616129965738,4.840616129965738
lock,1,8.451534042609962,8.451534042609962
susah,1,2.5326401883368166,2.5326401883368166
bagus,1,2.038895093688637,2.038895093688637
alesan,1,7.891918254674541,7.891918254674541
ha,1,9.837828403729853,9.837828403729853
booking,1,6.3114678791136924,6.3114678791136924
gara,1,6.226910491085629,6.226910491085629
layan,1,2.838405936221893,2.838405936221893
tulisanya,1,8.739216115061744,8.739216115061744
proses,1,4.2138108975425155,4.2138108975425155
sila,1,6.541991537725525,6.541991537725525
maaf,1,5.155697176605634,5.155697176605634
ketidaknyamanan,1,7.891918254674541,7.891918254674541
mantap,1,2.6426410835511454,2.6426410835511454
salah,1,3.5897855292214245,3.5897855292214245
kadang,2,5.092896275366604,10.185792550733208
sinyal,1,5.050336660947807,5.050336660947807
full,1,6.28248034224044,6.28248034224044
internet,1,5.242708553595264,5.242708553595264
ngelag,1,6.148948949615917,6.148948949615917
kgk,1,8.451534042609962,8.451534042609962
kendala,1,5.174389309617787,5.174389309617787
server,1,5.119329532434759,5.119329532434759
device,1,6.659774573381908,6.659774573381908
bug,1,5.18386805357233,5.18386805357233
susah,1,2.5326401883368166,2.5326401883368166
ampun,1,4.932553625291424,4.932553625291424
kartu,1,4.978015999368181,4.978015999368181
opsi,1,6.579731865708371,6.579731865708371
lupa,1,3.864018791860593,3.864018791860593
muter,1,4.847395816951118,4.847395816951118
nongol,1,6.842096130175863,6.842096130175863
pusing,1,5.812476712994704,5.812476712994704
daahhhh,1,9.837828403729853,9.837828403729853
maintenect,1,9.837828403729853,9.837828403729853
kabar,1,9.144681223169908,9.144681223169908
main,3,6.579731865708371,19.739195597125114
sendiripas,1,9.144681223169908,9.144681223169908
susah,1,2.5326401883368166,2.5326401883368166
stressssss,1,9.837828403729853,9.837828403729853
eror,1,3.273972877197726,3.273972877197726
serba,1,6.7933059660064306,6.7933059660064306
antri,1,3.258577191719753,3.258577191719753
sampah,1,4.840616129965738,4.840616129965738
benerin,1,5.561162284713799,5.561162284713799
bpjssss,1,9.837828403729853,9.837828403729853
gua,1,6.254309465273744,6.254309465273744
layan,1,2.838405936221893,2.838405936221893
susah,1,2.5326401883368166,2.5326401883368166
eror,2,3.273972877197726,6.547945754395452
gawat,1,9.837828403729853,9.837828403729853
darurat,1,6.0536387698115925,6.0536387698115925
parah,1,4.7502320684974695,4.7502320684974695
tunda,1,8.451534042609962,8.451534042609962
internet,1,5.242708553595264,5.242708553595264
lancar,2,4.564828845166107,9.129657690332214
tiktok,1,7.758386862050018,7.758386862050018
main,1,6.579731865708371,6.579731865708371
game,1,7.352921753941853,7.352921753941853
kocak,1,5.603721899132594,5.603721899132594
nambahin,1,8.228390491295754,8.228390491295754
denda,2,6.9474566458336895,13.894913291667379
negara,1,5.618320698553747,5.618320698553747
bobrok,2,6.28248034224044,12.56496068448088
pasu,1,7.1297782026276435,7.1297782026276435
alam,1,7.198771074114595,7.198771074114595
senang,1,6.200242244003468,6.200242244003468
sulit,2,3.1746957077390507,6.3493914154781015
urus,1,4.847395816951118,4.847395816951118
fomo,1,9.837828403729853,9.837828403729853
ikutikutan,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
proses,1,4.2138108975425155,4.2138108975425155
layan,1,2.838405936221893,2.838405936221893
otomatis,1,5.533763310525684,5.533763310525684
alas,1,5.443379249057415,5.443379249057415
perangkat,1,6.3114678791136924,6.3114678791136924
gagal,2,3.8119624299045394,7.623924859809079
susah,1,2.5326401883368166,2.5326401883368166
eror,1,3.273972877197726,3.273972877197726
terang,1,5.119329532434759,5.119329532434759
non,1,6.893389424563414,6.893389424563414
kalah,1,6.50562389355465,6.50562389355465
judol,1,8.228390491295754,8.228390491295754
min,1,5.3160398266808135,5.3160398266808135
lambat,1,5.906002771005528,5.906002771005528
sinyal,1,5.050336660947807,5.050336660947807
bagus,1,2.038895093688637,2.038895093688637
repot,1,5.050336660947807,5.050336660947807
bilang,1,4.8271931096335985,4.8271931096335985
salah,1,3.5897855292214245,3.5897855292214245
kadang,1,5.092896275366604,5.092896275366604
kendala,1,5.174389309617787,5.174389309617787
kembang,1,6.174266757600208,6.174266757600208
becus,1,6.702334187800704,6.702334187800704
kelola,1,7.535243310735808,7.535243310735808
niat,1,5.203099415500218,5.203099415500218
biar,1,4.82054856691493,4.82054856691493
mudah,1,1.9811216106340133,1.9811216106340133
eh,1,5.305228910576598,5.305228910576598
ribet,1,3.183675883546635,3.183675883546635
tensi,1,9.837828403729853,9.837828403729853
